   Depth            BFSolver                A(i)                A(c)           A(+{c,i})         A(+{c,i,4})    A(+{*{i,i},c,4})    A(+{*{s,s},c,4})A(+{*{B,B,s,s},c,4})A(+{*{B,B,a,a},c,4})             A(rand)
       0                    3                   0                   0                   0                   0                   0                   0                   0                   0                   0
       1                    6                   3                   3                   3                   3                   3                   3                   3                   3                   3
       2                    9                   7                   6                   7                   6                   7                   7                   7                   7                   8
       3                   13                  11                   9                  11                   8                 472                 473                 476                 476                  10
       4                   16                  17                  14                  17                  12                   9                   9                   9                   9                  21
       5                   21                  16                  16                  16                  11                 492                 493                 477                 477                  22
       6                   25                  22                  21                  22                  14                  12                  12                  12                  12                  24
       7                   30                  34                  26                  34                  15                  22                  22                  22                  22                  33
       8                   35                  35                  31                  35                  21                 384                 385                 454                 454                  36
       9                   46                  38                  35                  38                  24                 385                 386                 455                 455                  44
      10                   57                  53                  46                  53                  36                 397                 398                 462                 462                  46
      11                   80                  75                  56                  69                  47                 494                 495                 479                 479                1517
      12                  100                 117                  73                 102                  77                 551                 552                 540                 540                1520
      13                  129                 187                  89                 152                 123                 552                 553                 541                 541                1539
      14                  154                 284                 107                 168                 138                 553                 554                 545                 545                1810
      15                  189                 322                 123                 185                 152                 559                 560                 551                 551                1811
      16                  221                 364                 147                 233                 193                 563                 564                 555                 555                1812
      17                  273                 509                 168                 277                 202                 564                 565                 556                 556                1813
      18                  323                 581                 201                 291                 228                 566                 568                 559                 558                1814
      19                  411                 595                 234                 358                 298                 573                 574                 565                 565                1815
      20                  488                 740                 287                 455                 333                 579                 580                 571                 571                1816
      21                  610                 983                 333                 557                 411                 619                 620                 619                 619                1817
      22                  712                1164                 388                 589                 488                 702                 703                 702                 702                1819
      23                  862                1453                 433                 677                 547                 704                 705                 704                 704                1820
      24                  981                1738                 484                 765                 573                 709                 710                 709                 709                2035
      25                 1146                1843                 526                 792                 603                 713                 714                 713                 713                2036
      26                 1268                2016                 576                 804                 624                 722                 723                 722                 722                2037
      27                 1424                2163                 617                 854                 645                 723                 724                 723                 723                2038
      28                 1536                2271                 660                 872                 652                 716                 717                 716                 716                2059
      29                 1672                2333                 706                 915                 653                 718                 719                 718                 718                2061
      30                 1772                2441                 757                 920                 654                 719                 720                 719                 719                2100
      31                 1886                2465                 805                 921                 663                 720                 721                 720                 720                2086
      32                 1971                2510                 847                 922                 688                 721                 722                 721                 721                2087
      33                 2070                2633                 884                 955                 708                 725                 726                 725                 725                2065
