   Depth            BFSolver                A(i)                A(c)           A(+{c,i})         A(+{c,i,4})    A(+{*{i,i},c,4})    A(+{*{s,s},c,4})A(+{*{B,B,s,s},c,4})A(+{*{B,B,a,a},c,4})             A(rand)
       0                    4                   0                   0                   0                   0                   0                   0                   0                   0                   0
       1                    7                   4                   4                   4                   4                   4                   4                   4                   4                   4
       2                   11                   9                   9                   9                   9                   7                   7                   7                   7                   9
       3                   21                  13                  13                  12                  12                  12                  13                  13                  12                 848
       4                   40                  25                  20                  20                  20                  18                  18                  18                  18                 963
       5                   71                  67                  32                  42                  42                  31                  31                  31                  31                2823
       6                  123                 113                  48                  54                  54                  44                  44                  44                  44                4178
       7                  210                 293                  64                  64                  64                  65                  67                  67                  58                4179
       8                  343                 477                  76                  94                  88                  71                  73                  73                  91                4181
       9                  535                1044                 102                 115                 105                  77                  79                  79                  73                4185
      10                  813                2093                 123                 131                 116                  89                  91                  91                  88                4185
      11                 1138                2672                 144                 168                 132                  91                  93                  93                  93                4085
      12                 1531                4053                 147                 196                 146                  92                  94                  94                  94                4173
      13                 1945                4439                 125                 172                 135                  95                  97                  97                  97                4169
      14                 2421                5340                 144                 194                 144                 108                 111                 100                 100                4098
      15                 2828                5752                 169                 210                 153                 111                 113                 109                 109                4100
      16                 3192                5861                 206                 219                 158                 104                 107                 106                 106                4108
      17                 3457                5862                 238                 298                 173                 117                 119                 115                 115                4129
      18                 3713                5857                 248                 492                 177                 117                 119                 115                 115                4132
      19                 3876                5870                 281                 516                 228                 119                 121                 115                 115                4135
      20                 4028                5862                 310                 490                 314                 120                 122                 116                 116                4211
      21                 4145                5863                 372                 518                 314                 124                 126                 120                 120                4213
      22                 4271                5870                 475                 594                 409                 148                 150                 123                 123                4341
      23                 4382                   0                 568                 595                 473                 153                 155                 129                 129                4956
      24                 4458                   0                 673                 622                 498                 158                 160                 143                 136                4957
      25                    0                   0                 809                 627                 503                 160                 162                 145                 138                4958
      26                    0                   0                 839                   0                   0                 164                 166                 149                 142                4959
      27                    0                   0                   0                   0                   0                   0                   0                   0                   0                4963
      28                    0                   0                   0                   0                   0                   0                   0                   0                   0                4972
      29                    0                   0                   0                   0                   0                   0                   0                   0                   0                4985
      30                    0                   0                   0                   0                   0                   0                   0                   0                   0                4987
      31                    0                   0                   0                   0                   0                   0                   0                   0                   0                4996
      32                    0                   0                   0                   0                   0                   0                   0                   0                   0                5015
      33                    0                   0                   0                   0                   0                   0                   0                   0                   0                5067
      34                    0                   0                   0                   0                   0                   0                   0                   0                   0                5068
      35                    0                   0                   0                   0                   0                   0                   0                   0                   0                5036
      36                    0                   0                   0                   0                   0                   0                   0                   0                   0                5038
      37                    0                   0                   0                   0                   0                   0                   0                   0                   0                5046
      38                    0                   0                   0                   0                   0                   0                   0                   0                   0                5047
      39                    0                   0                   0                   0                   0                   0                   0                   0                   0                5048
      40                    0                   0                   0                   0                   0                   0                   0                   0                   0                5064
      41                    0                   0                   0                   0                   0                   0                   0                   0                   0                5054
      42                    0                   0                   0                   0                   0                   0                   0                   0                   0                5059
      43                    0                   0                   0                   0                   0                   0                   0                   0                   0                5064
      44                    0                   0                   0                   0                   0                   0                   0                   0                   0                4793
      45                    0                   0                   0                   0                   0                   0                   0                   0                   0                4813
      46                    0                   0                   0                   0                   0                   0                   0                   0                   0                4814
      47                    0                   0                   0                   0                   0                   0                   0                   0                   0                4818
      48                    0                   0                   0                   0                   0                   0                   0                   0                   0                4899
      49                    0                   0                   0                   0                   0                   0                   0                   0                   0                4946
      50                    0                   0                   0                   0                   0                   0                   0                   0                   0                4951
      51                    0                   0                   0                   0                   0                   0                   0                   0                   0                4958
      52                    0                   0                   0                   0                   0                   0                   0                   0                   0                4959
      53                    0                   0                   0                   0                   0                   0                   0                   0                   0                4960
      54                    0                   0                   0                   0                   0                   0                   0                   0                   0                4947
      55                    0                   0                   0                   0                   0                   0                   0                   0                   0                4949
      56                    0                   0                   0                   0                   0                   0                   0                   0                   0                4950
      57                    0                   0                   0                   0                   0                   0                   0                   0                   0                4951
      58                    0                   0                   0                   0                   0                   0                   0                   0                   0                4942
      59                    0                   0                   0                   0                   0                   0                   0                   0                   0                4890
      60                    0                   0                   0                   0                   0                   0                   0                   0                   0                4891
      61                    0                   0                   0                   0                   0                   0                   0                   0                   0                4892
      62                    0                   0                   0                   0                   0                   0                   0                   0                   0                4895
      63                    0                   0                   0                   0                   0                   0                   0                   0                   0                4897
      64                    0                   0                   0                   0                   0                   0                   0                   0                   0                4932
      65                    0                   0                   0                   0                   0                   0                   0                   0                   0                4935
      66                    0                   0                   0                   0                   0                   0                   0                   0                   0                4937
      67                    0                   0                   0                   0                   0                   0                   0                   0                   0                4947
      68                    0                   0                   0                   0                   0                   0                   0                   0                   0                4948
      69                    0                   0                   0                   0                   0                   0                   0                   0                   0                4949
      70                    0                   0                   0                   0                   0                   0                   0                   0                   0                4950
      71                    0                   0                   0                   0                   0                   0                   0                   0                   0                4945
      72                    0                   0                   0                   0                   0                   0                   0                   0                   0                4689
      73                    0                   0                   0                   0                   0                   0                   0                   0                   0                4691
      74                    0                   0                   0                   0                   0                   0                   0                   0                   0                4678
      75                    0                   0                   0                   0                   0                   0                   0                   0                   0                4681
      76                    0                   0                   0                   0                   0                   0                   0                   0                   0                4684
      77                    0                   0                   0                   0                   0                   0                   0                   0                   0                4685
