   Depth            BFSolver                A(i)                A(c)           A(+{c,i})         A(+{c,i,4})    A(+{*{i,i},c,4})    A(+{*{s,s},c,4})A(+{*{B,B,s,s},c,4})A(+{*{B,B,a,a},c,4})             A(rand)
       0                    3                   0                   0                   0                   0                   0                   0                   0                   0                   0
       1                    6                   3                   3                   3                   3                   3                   3                   3                   3                   3
       2                    8                   7                   7                   7                   7                  10                  10                  10                  10                   7
       3                   10                  12                  10                  12                  12                  17                  17                  17                  17                  10
       4                   15                  10                  12                  10                  10                   8                   8                   8                   8                  12
       5                   22                  17                  15                  17                  17                  15                  15                  15                  15                  37
       6                   36                  23                  23                  23                  23                  26                  26                  26                  26                 215
       7                   55                  38                  38                  38                  38                  54                  54                  54                  54                  71
       8                   84                  66                  56                  62                  62                 100                 100                 100                 100                 233
       9                  113                 110                  81                  95                  95                 114                 114                 114                 114                 288
      10                  151                 176                 110                 130                 130                 505                 507                 120                 120                 339
      11                  190                 230                 129                 178                 178                 536                 538                 121                 121                 341
      12                  235                 308                 157                 226                 223                 543                 545                 124                 124                 342
      13                  277                 405                 172                 255                 252                 574                 576                 127                 127                 345
      14                  323                 486                 191                 309                 301                 575                 577                 287                 287                 984
      15                  360                 613                 207                 274                 266                 582                 584                 264                 264                 990
      16                  399                 738                 228                 289                 281                 591                 593                 289                 289                 994
      17                  441                 800                 259                 347                 337                 564                 566                 290                 290                1051
      18                  492                 945                 283                 366                 343                 559                 561                 215                 215                1070
      19                  537                 801                 312                 423                 373                 566                 568                 250                 250                1075
      20                  593                 880                 337                 447                 423                 353                 354                 270                 270                1088
      21                  652                 971                 371                 493                 471                 489                 491                 279                 279                1103
      22                  720                1032                 401                 524                 414                 497                 499                 296                 296                1213
      23                  782                1142                 447                 559                 457                 369                 370                 343                 343                1160
      24                  850                1177                 461                 475                 455                 497                 499                 348                 348                1210
      25                  908                1275                 506                 524                 502                 520                 522                 356                 356                1469
      26                  976                1358                 525                 527                 504                 536                 538                 325                 325                1470
      27                 1032                1462                 566                 567                 540                 570                 572                 316                 316                1472
      28                 1091                1213                 580                 581                 558                 572                 574                 318                 318                1478
      29                 1135                1334                 587                 632                 609                 452                 454                 322                 322                1475
      30                 1181                1376                 592                 665                 642                 315                 316                 330                 330                1561
      31                 1222                1482                 588                 707                 684                 321                 322                 336                 336                1564
      32                 1264                1522                 591                 631                 608                 361                 362                 362                 362                1567
      33                 1302                1492                 594                 669                 646                 487                 489                 361                 361                1571
      34                 1346                1513                 620                 676                 653                 493                 495                 365                 365                1572
      35                 1382                1502                 643                 707                 684                 494                 496                 367                 367                1574
      36                 1423                1514                 676                 717                 692                 495                 497                 370                 370                1576
      37                 1466                1516                 699                 718                 693                 496                 498                 382                 382                1580
      38                 1509                1521                 720                 720                 695                 521                 523                 397                 397                1582
      39                 1540                1524                 735                 726                 701                 447                 449                 400                 400                1582
      40                 1556                1513                 750                 718                 693                 541                 543                 425                 425                1583
      41                    0                1521                 765                 723                 698                 464                 466                 412                 412                1584
      42                    0                   0                 772                   0                   0                 576                 578                 432                 432                1558
      43                    0                   0                   0                   0                   0                 585                 587                 437                 437                1551
      44                    0                   0                   0                   0                   0                 593                 595                 441                 441                1554
      45                    0                   0                   0                   0                   0                 594                 596                 442                 442                1577
      46                    0                   0                   0                   0                   0                 597                 599                 445                 445                1579
      47                    0                   0                   0                   0                   0                 600                 602                 448                 448                1588
      48                    0                   0                   0                   0                   0                 602                 604                 450                 450                1590
      49                    0                   0                   0                   0                   0                   0                   0                   0                   0                1593
      50                    0                   0                   0                   0                   0                   0                   0                   0                   0                1599
      51                    0                   0                   0                   0                   0                   0                   0                   0                   0                1669
      52                    0                   0                   0                   0                   0                   0                   0                   0                   0                1674
      53                    0                   0                   0                   0                   0                   0                   0                   0                   0                1675
      54                    0                   0                   0                   0                   0                   0                   0                   0                   0                1678
      55                    0                   0                   0                   0                   0                   0                   0                   0                   0                1679
      56                    0                   0                   0                   0                   0                   0                   0                   0                   0                1680
      57                    0                   0                   0                   0                   0                   0                   0                   0                   0                1681
      58                    0                   0                   0                   0                   0                   0                   0                   0                   0                1674
      59                    0                   0                   0                   0                   0                   0                   0                   0                   0                1675
      60                    0                   0                   0                   0                   0                   0                   0                   0                   0                1676
      61                    0                   0                   0                   0                   0                   0                   0                   0                   0                1677
      62                    0                   0                   0                   0                   0                   0                   0                   0                   0                1680
      63                    0                   0                   0                   0                   0                   0                   0                   0                   0                1685
      64                    0                   0                   0                   0                   0                   0                   0                   0                   0                1689
      65                    0                   0                   0                   0                   0                   0                   0                   0                   0                1690
      66                    0                   0                   0                   0                   0                   0                   0                   0                   0                1691
      67                    0                   0                   0                   0                   0                   0                   0                   0                   0                1692
      68                    0                   0                   0                   0                   0                   0                   0                   0                   0                1649
      69                    0                   0                   0                   0                   0                   0                   0                   0                   0                1649
      70                    0                   0                   0                   0                   0                   0                   0                   0                   0                1670
