   Depth            BFSolver                A(i)                A(c)           A(+{c,i})         A(+{c,i,4})    A(+{*{i,i},c,4})    A(+{*{s,s},c,4})A(+{*{B,B,s,s},c,4})A(+{*{B,B,a,a},c,4})             A(rand)
       0                    2                   0                   0                   0                   0                   0                   0                   0                   0                   0
       1                    5                   2                   2                   2                   2                   2                   2                   2                   2                   2
       2                    8                   5                   5                   5                   5                   5                   5                   5                   5                   5
       3                   13                   8                   8                   8                   8                  10                  10                  10                  10                  16
       4                   21                  15                  13                  15                  13                  18                  18                  18                  18                  18
       5                   34                  31                  20                  28                  20                 187                 187                  15                  15                  24
       6                   44                  54                  34                  44                  35                 188                 188                  23                  23                  27
       7                   57                  83                  40                  64                  50                 201                 201                 171                 171                  37
       8                   72                  72                  45                  57                  44                 202                 202                 174                 174                  36
       9                   92                 100                  56                  75                  59                 205                 205                  27                  27                  38
      10                  110                 143                  71                  99                  81                 206                 207                  83                  83                  43
      11                  131                 196                  79                 129                 113                 235                 235                  84                  84                 398
      12                  148                 251                  81                 114                  98                  84                  84                 111                 111                 399
      13                  170                 328                  90                 139                 123                  85                  85                 112                 112                 400
      14                  194                 337                 108                 174                 158                 109                 109                 123                 123                 401
      15                  227                 401                 122                 229                 213                 178                 178                 180                 180                 402
      16                  256                 477                 134                 159                 143                 181                 181                 183                 183                 404
      17                  291                 569                 152                 202                 186                 185                 185                 187                 187                 406
      18                  324                 657                 177                 249                 233                 197                 197                 194                 194                 537
      19                  372                 789                 198                 266                 250                 198                 198                 195                 195                 540
      20                  420                 538                 228                 312                 296                 199                 199                 196                 196                 544
      21                  477                 593                 263                 327                 311                 151                 151                 149                 149                 918
      22                  532                 715                 295                 396                 374                 219                 219                 208                 208                1099
      23                  593                 855                 319                 410                 388                 224                 224                 213                 213                1101
      24                  647                 928                 349                 462                 431                 238                 238                 225                 225                1111
      25                  707                1062                 375                 470                 439                 239                 239                 226                 226                1103
      26                  763                1162                 400                 507                 471                 242                 242                 229                 229                1104
      27                  820                1171                 424                 512                 480                 287                 287                 232                 232                1105
      28                  879                1174                 445                 534                 501                 264                 264                 234                 234                1109
      29                  943                1213                 481                 540                 507                 289                 289                 239                 239                1120
      30                 1002                1213                 512                 552                 519                 266                 266                 250                 250                1144
      31                 1058                1224                 534                 574                 542                 290                 290                 269                 269                1145
      32                 1110                1225                 552                 563                 530                 291                 291                 270                 270                1146
      33                 1162                1227                 562                 577                 545                 291                 291                 270                 270                1147
      34                 1205                1230                 580                 592                 549                 293                 293                 272                 272                1148
      35                 1245                1222                 591                 594                 551                 294                 294                 273                 273                1149
      36                 1262                1226                 598                 596                 553                 295                 295                 274                 274                1151
      37                    0                1227                 610                 598                 555                 297                 297                 276                 276                1153
      38                    0                   0                 613                   0                   0                   0                   0                   0                   0                1158
      39                    0                   0                   0                   0                   0                   0                   0                   0                   0                1167
      40                    0                   0                   0                   0                   0                   0                   0                   0                   0                1177
      41                    0                   0                   0                   0                   0                   0                   0                   0                   0                1181
      42                    0                   0                   0                   0                   0                   0                   0                   0                   0                1184
      43                    0                   0                   0                   0                   0                   0                   0                   0                   0                1190
      44                    0                   0                   0                   0                   0                   0                   0                   0                   0                1191
      45                    0                   0                   0                   0                   0                   0                   0                   0                   0                1192
      46                    0                   0                   0                   0                   0                   0                   0                   0                   0                1190
      47                    0                   0                   0                   0                   0                   0                   0                   0                   0                1096
      48                    0                   0                   0                   0                   0                   0                   0                   0                   0                1098
      49                    0                   0                   0                   0                   0                   0                   0                   0                   0                1099
      50                    0                   0                   0                   0                   0                   0                   0                   0                   0                1102
      51                    0                   0                   0                   0                   0                   0                   0                   0                   0                1072
      52                    0                   0                   0                   0                   0                   0                   0                   0                   0                1073
      53                    0                   0                   0                   0                   0                   0                   0                   0                   0                 889
      54                    0                   0                   0                   0                   0                   0                   0                   0                   0                 782
