   Depth            BFSolver                A(i)                A(c)           A(+{c,i})         A(+{c,i,4})    A(+{*{i,i},c,4})    A(+{*{s,s},c,4})A(+{*{B,B,s,s},c,4})A(+{*{B,B,a,a},c,4})             A(rand)
       0                    3                   0                   0                   0                   0                   0                   0                   0                   0                   0
       1                    7                   3                   3                   3                   3                   3                   3                   3                   3                   3
       2                   11                   8                   4                   4                   4                   4                   4                   4                   4                  20
       3                   17                  15                   5                   5                   5                   5                   5                   5                   5                  21
       4                   24                  25                   6                   6                   6                   6                   6                   6                   6                  22
       5                   33                  37                   7                   7                   7                   7                   7                   7                   7                 116
       6                   40                  43                   9                   9                   9                   9                   9                   9                   9                 119
       7                   48                  64                  11                  11                  11                  16                  16                  16                  16                 121
       8                   57                  90                  16                  17                  17                  21                  21                  21                  21                 123
       9                   74                  96                  20                  20                  19                  18                  18                  18                  18               12674
      10                   93                 127                  28                  28                  24                  24                  24                  24                  24               12675
      11                  116                 163                  39                  42                  35                  33                  33                  33                  33               12676
      12                  142                 193                  53                  67                  48                  35                  35                  35                  35               12677
      13                  179                 293                  67                 115                  53                  38                  38                  38                  38                8834
      14                  224                 312                  90                 123                  74                  42                  42                  42                  42               10761
      15                  288                 479                 109                 169                 119                  43                  43                  43                  43               10762
      16                  363                 650                 138                 241                 177                  46                  46                  46                  46               10763
      17                  462                1029                 170                 365                 209                  48                  48                  48                  48               12704
      18                  577                1363                 195                 474                 359                  54                  54                  54                  54               12705
      19                  731                2170                 226                 726                 359                  53                  53                  53                  53               13939
      20                  897                3089                 257                1037                 599                  56                  56                  56                  56               13795
      21                 1102                3851                 300                 551                 433                  56                  56                  56                  56               13797
      22                 1313                5348                 333                 608                 494                  57                  57                  57                  57               13798
      23                 1562                5344                 403                 746                 601                  59                  59                  59                  59               13799
      24                 1805                7219                 463                1038                 877                  62                  62                  62                  62               13800
      25                 2093                7219                 592                1408                 808                  65                  66                  66                  65               13933
      26                 2399                7035                 690                1792                 937                  72                  72                  72                  72               13934
      27                 2776                7586                 869                1392                1038                  75                  75                  75                  75               13940
      28                 3169                7226                 987                1794                1232                  76                  76                  76                  76               13942
      29                 3622                7660                1204                2341                1536                  79                  79                  79                  79               13945
      30                 4072                7534                1302                2926                1985                  82                  82                  82                  82               13946
      31                 4567                7623                1569                2603                2242                 104                 105                 105                 104               13947
      32                 5023                7669                1633                3305                2853                 107                 107                 107                 107               13948
      33                 5497                7679                1882                3306                2854                 109                 110                 110                 109               13770
      34                 5940                7621                1946                3668                3092                 413                 111                 111                 111               13772
      35                 6410                7657                2340                3633                3073                 523                 112                 112                 112               13933
      36                 6872                7663                2371                4248                3492                 518                 113                 113                 113               13934
      37                 7370                7640                2753                3853                3233                 114                 114                 114                 114               13904
      38                 7855                7450                2782                3963                3333                 117                 117                 117                 117               13905
      39                 8367                7673                3068                4247                3492                 125                 125                 125                 128               13912
      40                 8868                7209                3203                4647                3843                 145                 145                 145                 130               13914
      41                 9395                7678                3680                4555                3756                 147                 147                 147                 133               13916
      42                 9873                   0                3806                5031                4226                 155                 155                 155                 143               13939
      43                10357                   0                4252                4830                3787                 175                 175                 175                 147               13935
      44                10806                   0                4279                5109                4233                 247                 480                 476                 148               13937
      45                11238                   0                4659                5134                4238                 248                 472                 477                 149               13940
      46                11627                   0                4670                5234                4399                 249                 479                 478                 152               13941
      47                11983                   0                4905                5256                4465                 325                 480                 479                 155               13942
      48                12307                   0                4898                5355                4464                 319                 483                 482                 177               13945
      49                12597                   0                   0                5432                4614                 343                 486                 485                 452               13933
      50                12844                   0                   0                5385                4580                 344                 508                 507                 453               13922
      51                13074                   0                   0                5453                4653                 436                 512                 511                 523               13923
      52                13266                   0                   0                5513                4743                 533                 516                 515                 531               13925
      53                13450                   0                   0                5604                4821                 683                 526                 525                 618               13929
      54                13605                   0                   0                5552                4870                 678                 528                 527                 615               13930
      55                13738                   0                   0                5603                4879                 536                 533                 532                 616               13933
      56                13858                   0                   0                5621                4900                 539                 535                 534                 581               13933
      57                13950                   0                   0                5602                4925                 542                 537                 536                 615               13909
